IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmountTotal
106902,0,0.44,F,5,13,27,51,B2,'Regular',17140,R11,0.0
107063,0,0.97,A,7,5,49,50,B2,'Diesel',32,R25,0.0
108025,0,1.0,C,5,6,28,60,B3,'Diesel',147,R93,0.0
108166,0,0.33,C,6,2,45,50,B12,'Diesel',330,R93,0.0
108606,0,0.52,C,9,16,35,50,B1,'Regular',358,R24,0.0
108611,0,0.06,B,7,7,40,50,B2,'Diesel',79,R24,0.0
108812,0,0.0027322404371584,B,6,13,38,85,B2,'Diesel',87,R25,0.0
108905,0,0.29,A,5,10,41,50,B1,'Regular',41,R24,0.0
109536,0,0.39,A,11,20,46,50,B13,'Regular',38,R74,0.0
109783,1,0.88,B,10,9,61,50,B1,'Regular',70,R53,78.99
110384,0,0.73,C,6,7,29,72,B1,'Diesel',176,R23,0.0
110836,0,0.04,D,7,12,19,90,B1,'Regular',741,R24,0.0
112145,0,1.0,C,5,9,31,51,B3,'Diesel',298,R24,0.0
113165,0,0.23,E,9,2,40,50,B10,'Regular',8549,R82,0.0
113224,0,0.27,D,14,0,42,50,B13,'Regular',839,R82,0.0
113321,0,0.44,D,6,0,49,50,B6,'Diesel',912,R82,0.0
114519,0,0.04,C,9,4,32,50,B1,'Diesel',128,R72,0.0
115120,0,0.57,C,7,3,27,50,B1,'Regular',283,R25,0.0
115156,0,0.48,A,11,2,41,57,B11,'Diesel',45,R25,0.0
115310,0,0.37,C,5,0,28,77,B6,'Diesel',172,R24,0.0
115438,0,0.2,B,10,0,61,50,B12,'Regular',83,R24,0.0
115453,0,0.27,D,7,12,27,95,B4,'Regular',1313,R24,0.0
115495,0,0.19,D,7,5,70,50,B1,'Diesel',1313,R24,0.0
116266,0,0.07,E,6,0,40,50,B1,'Regular',2715,R93,0.0
116434,1,0.29,C,5,5,44,51,B3,'Regular',162,R93,1128.12
116889,0,0.33,D,4,8,25,100,B2,'Regular',1064,R24,0.0
117295,0,0.09,B,5,1,31,50,B2,'Diesel',91,R24,0.0
117419,0,0.26,A,5,1,29,80,B1,'Diesel',38,R26,0.0
117449,0,0.14,A,4,5,21,95,B4,'Diesel',31,R24,0.0
117992,0,0.18,C,6,0,49,50,B12,'Diesel',473,R53,0.0
119010,0,0.01,C,7,5,40,50,B2,'Regular',405,R24,0.0
119151,0,0.28,B,6,8,35,64,B2,'Regular',91,R24,0.0
119166,0,0.26,C,7,14,28,100,B1,'Regular',139,R72,0.0
119415,0,0.4,E,6,12,26,100,B1,'Regular',3744,R93,0.0
119960,0,0.49,E,6,10,47,50,B4,'Regular',3095,R31,0.0
120002,0,0.41,C,7,6,41,125,B12,'Regular',492,R31,0.0
120078,0,0.01,D,7,14,36,50,B1,'Regular',567,R31,0.0
121070,0,0.19,F,4,17,43,50,B2,'Regular',10155,R11,0.0
121543,0,0.08,E,4,0,45,74,B1,'Regular',3744,R93,0.0
125755,0,1.0,B,6,11,58,50,B1,'Diesel',52,R24,0.0
125757,0,0.18,B,5,9,44,62,B2,'Diesel',64,R26,0.0
125838,0,0.49,A,7,6,48,76,B1,'Diesel',10,R24,0.0
126198,0,1.0,D,7,4,71,50,B2,'Regular',837,R53,0.0
126925,0,1.0,A,11,15,73,50,B1,'Regular',19,R24,0.0
127566,0,0.46,D,4,15,91,50,B1,'Regular',741,R24,0.0
127707,0,0.14,D,7,10,73,54,B2,'Diesel',634,R53,0.0
127928,0,1.0,A,5,5,50,50,B2,'Diesel',30,R53,0.0
128275,0,0.33,E,6,6,57,50,B1,'Diesel',2252,R82,0.0
129469,0,1.0,D,5,1,64,50,B2,'Regular',546,R52,0.0
129499,0,1.0,B,10,11,50,68,B2,'Diesel',94,R53,0.0
129658,0,1.0,C,5,14,67,50,B2,'Regular',137,R24,0.0
129924,0,1.0,B,6,6,52,50,B2,'Diesel',59,R24,0.0
130059,0,0.57,E,6,4,41,50,B12,'Regular',2212,R82,0.0
130180,1,0.86,E,5,4,36,72,B4,'Diesel',4128,R52,2388.95
130183,0,0.27,D,4,5,67,50,B5,'Regular',1127,R24,0.0
130467,0,1.0,E,5,9,55,51,B4,'Regular',2074,R82,0.0
130740,0,0.31,A,7,5,62,50,B1,'Diesel',40,R24,0.0
130752,0,1.0,A,6,11,61,50,B1,'Diesel',16,R24,0.0
130871,0,0.63,A,7,2,43,50,B1,'Diesel',44,R24,0.0
131191,0,0.64,D,10,2,76,50,B3,'Diesel',1313,R24,0.0
131716,0,1.0,C,5,6,36,50,B2,'Regular',110,R24,0.0
132386,0,1.0,C,4,6,48,50,B2,'Regular',133,R53,0.0
133160,0,0.19,C,7,1,55,55,B1,'Diesel',102,R24,0.0
133401,0,0.33,A,6,14,64,50,B1,'Regular',37,R24,0.0
133444,0,1.0,D,7,8,47,50,B11,'Diesel',1313,R24,0.0
133636,0,1.0,C,6,9,60,50,B1,'Diesel',246,R82,0.0
133801,0,1.0,C,7,3,42,50,B1,'Diesel',247,R53,0.0
133817,0,1.0,C,5,1,46,50,B2,'Regular',354,R52,0.0
134160,0,0.23,C,7,12,36,50,B4,'Regular',287,R53,0.0
134664,0,0.02,B,5,11,46,50,B2,'Regular',67,R52,0.0
134942,0,1.0,A,5,15,48,50,B2,'Regular',19,R24,0.0
135051,0,0.83,D,7,13,68,55,B1,'Regular',568,R24,0.0
135175,0,1.0,E,6,5,45,50,B1,'Regular',4116,R24,0.0
135234,0,0.32,A,6,9,31,68,B1,'Diesel',41,R24,0.0
135255,0,1.0,D,5,15,56,50,B2,'Regular',741,R24,0.0
135257,0,1.0,A,7,6,64,50,B2,'Diesel',18,R24,0.0
135281,0,0.1,D,6,2,34,54,B1,'Diesel',1192,R42,0.0
135448,1,0.92,E,4,15,33,68,B1,'Regular',4116,R24,1897.5
135499,1,1.0,E,4,12,41,85,B6,'Regular',3021,R53,1128.12
135819,0,0.13,C,6,13,53,50,B2,'Diesel',229,R53,0.0
135980,0,1.0,C,8,4,46,50,B2,'Diesel',106,R24,0.0
136003,0,0.08,B,9,12,45,50,B2,'Regular',56,R24,0.0
136373,0,1.0,D,4,13,56,50,B1,'Regular',1054,R24,0.0
136387,0,1.0,A,6,13,71,50,B1,'Regular',12,R24,0.0
136622,0,1.0,A,5,8,52,50,B2,'Diesel',10,R24,0.0
138243,0,1.0,C,6,2,32,50,B6,'Diesel',102,R82,0.0
138302,0,0.71,E,4,6,45,50,B12,'Regular',4116,R24,0.0
138707,0,1.0,C,6,3,33,57,B2,'Diesel',137,R24,0.0
139050,0,1.0,E,6,7,35,50,B1,'Diesel',5106,R11,0.0
139412,0,1.0,C,7,1,42,50,B1,'Regular',155,R24,0.0
139600,0,1.0,C,6,1,32,50,B2,'Regular',105,R24,0.0
140110,0,1.0,C,7,12,34,60,B2,'Regular',451,R52,0.0
140161,0,0.04,D,6,1,47,50,B2,'Diesel',1338,R43,0.0
140694,0,0.09,B,6,7,35,57,B3,'Diesel',79,R24,0.0
140822,0,1.0,A,6,13,41,50,B1,'Regular',27,R24,0.0
140842,0,1.0,A,6,4,55,50,B1,'Diesel',38,R24,0.0
141606,0,1.0,D,7,8,47,50,B2,'Regular',754,R24,0.0
141692,0,1.0,A,7,5,49,50,B1,'Diesel',44,R24,0.0
141772,0,1.0,C,6,3,63,50,B1,'Diesel',229,R53,0.0
141906,0,1.0,D,5,3,41,50,B1,'Regular',713,R52,0.0
141983,0,0.05,C,6,0,31,60,B4,'Diesel',354,R52,0.0
141989,0,1.0,D,7,8,52,50,B2,'Regular',831,R54,0.0
142744,0,0.86,D,6,6,52,50,B5,'Regular',1329,R11,0.0
143251,0,0.22,C,6,4,53,50,B1,'Regular',161,R82,0.0
143740,0,1.0,D,6,6,40,57,B2,'Diesel',1313,R24,0.0
143743,0,1.0,D,6,6,46,50,B1,'Regular',1313,R24,0.0
144189,0,0.02,B,7,17,41,60,B1,'Regular',88,R24,0.0
144196,1,0.47,F,8,0,43,58,B10,'Regular',27000,R11,1128.12
144855,0,1.0,B,6,12,27,50,B2,'Regular',85,R25,0.0
144881,0,0.5,C,9,9,34,50,B1,'Regular',283,R52,0.0
145396,0,1.0,C,5,5,54,50,B1,'Regular',148,R73,0.0
145442,0,1.0,C,5,10,37,50,B5,'Diesel',335,R24,0.0
145747,0,1.0,A,5,10,39,50,B5,'Diesel',50,R54,0.0
145844,0,0.53,A,7,18,53,82,B1,'Regular',47,R54,0.0
146068,0,1.0,C,4,9,56,50,B4,'Diesel',151,R93,0.0
146161,0,1.0,C,7,14,22,57,B3,'Regular',150,R82,0.0
146895,0,1.0,D,6,11,35,64,B2,'Diesel',741,R24,0.0
147602,0,1.0,B,6,6,33,50,B2,'Diesel',63,R24,0.0
148788,0,0.75,C,5,2,64,50,B3,'Diesel',298,R24,0.0
148838,0,1.0,D,6,6,38,50,B3,'Diesel',634,R53,0.0
150141,0,0.21,A,10,11,63,50,B3,'Regular',36,R73,0.0
150889,0,1.0,C,6,6,50,50,B6,'Diesel',101,R24,0.0
151245,0,1.0,D,10,7,39,50,B5,'Regular',582,R52,0.0
152083,0,1.0,E,7,1,57,50,B4,'Regular',2105,R82,0.0
152488,0,1.0,A,8,11,60,50,B6,'Diesel',10,R24,0.0
152490,0,1.0,C,7,5,32,50,B5,'Diesel',208,R52,0.0
152494,0,1.0,B,6,4,42,50,B3,'Regular',94,R52,0.0
153192,0,0.24,B,6,6,36,52,B1,'Diesel',96,R52,0.0
153877,0,0.13,E,5,12,40,50,B2,'Regular',4116,R24,0.0
153916,0,0.05,C,7,17,49,50,B5,'Regular',405,R24,0.0
153937,0,0.03,A,9,15,44,57,B1,'Regular',48,R24,0.0
154225,0,0.56,D,4,11,42,54,B14,'Regular',1217,R82,0.0
154416,0,0.49,F,6,8,33,90,B6,'Regular',16284,R11,0.0
155034,0,1.0,C,7,9,29,54,B2,'Diesel',109,R52,0.0
155716,0,0.1,C,5,8,22,85,B1,'Regular',105,R24,0.0
155795,0,1.0,D,4,1,75,50,B1,'Regular',983,R52,0.0
155923,1,1.0,C,6,4,55,50,B2,'Regular',287,R53,70.12
156098,0,1.0,A,6,8,35,85,B12,'Regular',15,R24,0.0
156279,0,0.66,C,6,3,53,50,B3,'Regular',165,R53,0.0
156564,0,0.9,F,11,6,37,62,B3,'Regular',27000,R11,0.0
156886,0,1.0,C,5,5,29,68,B2,'Regular',182,R24,0.0
156944,0,0.18,F,7,4,65,86,B1,'Regular',12374,R11,0.0
157196,0,0.71,C,4,11,56,50,B1,'Regular',251,R52,0.0
157544,0,0.66,A,5,2,33,51,B3,'Diesel',48,R23,0.0
157996,0,0.26,D,5,7,62,50,B1,'Regular',1192,R53,0.0
158645,0,0.3,E,7,0,45,80,B1,'Regular',3457,R82,0.0
159240,0,1.0,B,6,3,38,50,B5,'Regular',93,R11,0.0
159398,0,1.0,D,4,13,46,50,B1,'Regular',1871,R82,0.0
159668,0,0.14,C,5,0,57,50,B1,'Regular',298,R24,0.0
159889,0,0.37,E,14,10,51,68,B5,'Regular',5449,R82,0.0
159897,0,1.0,C,6,7,35,61,B1,'Diesel',300,R72,0.0
159960,0,0.76,C,6,2,41,80,B13,'Diesel',263,R11,0.0
160100,0,1.0,D,4,6,63,57,B2,'Regular',831,R54,0.0
160126,0,1.0,C,7,9,40,90,B1,'Regular',320,R82,0.0
160311,0,1.0,C,5,9,41,50,B2,'Diesel',102,R54,0.0
160600,1,0.68,C,5,10,47,57,B3,'Regular',182,R24,1128.12
161050,0,1.0,C,5,2,36,50,B6,'Diesel',235,R52,0.0
161233,0,1.0,C,6,8,32,57,B2,'Regular',252,R24,0.0
161656,0,0.09,C,10,8,22,85,B2,'Diesel',298,R24,0.0
161840,0,0.13,C,5,17,48,64,B2,'Regular',246,R82,0.0
161856,0,0.16,A,6,9,26,76,B1,'Diesel',43,R24,0.0
161918,0,1.0,B,5,5,54,50,B1,'Regular',57,R24,0.0
161921,0,0.25,C,5,14,39,50,B1,'Regular',149,R24,0.0
162422,0,0.52,A,7,4,36,60,B2,'Regular',37,R24,0.0
162505,0,0.85,E,4,11,39,77,B2,'Regular',2733,R93,0.0
162691,0,1.0,B,4,22,52,50,B1,'Regular',61,R53,0.0
163182,0,0.07,A,5,8,44,50,B2,'Diesel',46,R24,0.0
163346,0,1.0,A,7,11,52,50,B2,'Regular',20,R24,0.0
163419,0,0.28,E,6,8,27,76,B3,'Diesel',3021,R53,0.0
163821,1,1.0,C,7,3,61,50,B1,'Diesel',120,R82,2652.61
163871,0,0.05,E,10,11,52,76,B2,'Diesel',2252,R82,0.0
164424,0,1.0,A,4,11,29,90,B1,'Regular',49,R24,0.0
164609,0,1.0,A,7,10,40,50,B2,'Regular',20,R24,0.0
164645,0,0.12,C,5,9,41,50,B5,'Regular',376,R24,0.0
164814,0,1.0,D,7,14,66,50,B2,'Diesel',741,R24,0.0
164859,0,0.31,C,7,17,37,76,B2,'Diesel',124,R82,0.0
164948,0,0.01,C,14,11,39,57,B11,'Regular',273,R22,0.0
165076,0,1.0,F,4,18,31,60,B1,'Regular',10156,R11,0.0
165190,0,0.34,A,7,14,51,50,B2,'Diesel',14,R26,0.0
165213,0,0.7,D,6,9,34,76,B1,'Diesel',1313,R24,0.0
165292,0,0.57,A,4,8,32,72,B2,'Regular',10,R24,0.0
165634,0,0.35,A,6,11,34,50,B1,'Diesel',32,R24,0.0
165802,0,1.0,F,6,7,24,72,B1,'Regular',22821,R11,0.0
166242,0,0.87,E,8,21,51,50,B10,'Diesel',2411,R11,0.0
166655,0,0.35,E,7,7,65,50,B1,'Diesel',4128,R52,0.0
166711,0,1.0,B,7,11,75,52,B1,'Regular',72,R24,0.0
166793,0,1.0,A,5,6,54,50,B5,'Diesel',25,R53,0.0
167507,1,1.0,A,9,7,68,50,B10,'Diesel',28,R74,184.14
168022,0,0.49,D,7,6,36,50,B6,'Regular',1054,R24,0.0
168269,0,0.2,A,7,4,31,80,B1,'Diesel',45,R24,0.0
168305,0,0.25,E,10,4,46,50,B5,'Regular',9307,R82,0.0
168362,0,0.37,B,4,6,67,50,B2,'Diesel',73,R73,0.0
168698,0,0.43,D,6,4,33,50,B1,'Diesel',741,R24,0.0
168838,0,0.13,A,9,13,51,58,B3,'Regular',11,R24,0.0
169037,0,1.0,B,7,9,39,50,B2,'Regular',57,R24,0.0
169245,0,1.0,E,5,8,50,50,B2,'Diesel',2252,R82,0.0
169278,0,0.74,E,7,1,32,64,B3,'Diesel',3488,R23,0.0
169498,0,0.01,C,6,0,49,50,B2,'Diesel',229,R53,0.0
169588,1,0.68,D,7,11,41,106,B4,'Diesel',563,R11,637.51
170238,1,1.0,E,6,13,51,100,B1,'Regular',2415,R82,1128.12
170552,0,0.43,E,5,6,24,76,B1,'Regular',2252,R82,0.0
170679,0,0.59,E,4,11,30,80,B1,'Regular',2044,R24,0.0
170911,0,1.0,E,5,9,37,50,B2,'Regular',4087,R53,0.0
170921,0,0.84,C,5,4,33,50,B1,'Regular',287,R53,0.0
171165,0,1.0,C,7,4,65,50,B2,'Regular',405,R24,0.0
172351,0,0.28,E,7,8,56,50,B4,'Regular',6913,R11,0.0
172593,0,0.49,D,6,9,41,50,B2,'Diesel',1385,R53,0.0
173029,0,0.09,E,10,6,63,50,B10,'Regular',8455,R82,0.0
173251,0,0.82,A,5,2,41,51,B2,'Diesel',26,R24,0.0
173447,0,0.0081967213114754,D,8,2,39,85,B1,'Diesel',1313,R24,0.0
173615,0,1.0,E,6,3,53,90,B2,'Diesel',4128,R52,0.0
174095,0,1.0,C,7,8,27,80,B4,'Regular',282,R24,0.0
174142,0,0.71,C,5,3,43,50,B2,'Diesel',289,R82,0.0
174193,0,0.76,A,6,18,39,68,B4,'Regular',9,R24,0.0
174359,0,1.0,A,6,2,55,50,B1,'Regular',34,R24,0.0
174695,0,0.13,E,4,4,29,85,B6,'Regular',3866,R24,0.0
174769,0,0.42,B,4,2,26,60,B2,'Regular',93,R24,0.0
174952,0,1.0,C,5,9,79,50,B1,'Regular',229,R42,0.0
175424,0,0.42,A,4,15,44,50,B2,'Regular',37,R25,0.0
175426,0,0.16,C,9,14,47,50,B2,'Diesel',374,R82,0.0
176301,0,0.21,B,5,3,35,50,B1,'Diesel',91,R73,0.0
176771,0,1.0,D,9,7,74,50,B2,'Regular',1385,R53,0.0
176990,0,1.0,E,6,8,51,50,B3,'Regular',3963,R91,0.0
177148,0,0.85,C,10,12,45,64,B11,'Regular',244,R11,0.0
177371,1,0.93,B,4,13,19,62,B3,'Diesel',77,R31,1128.12
177557,0,0.72,D,6,3,33,72,B3,'Regular',1054,R24,0.0
177620,0,1.0,C,5,5,25,50,B3,'Diesel',175,R53,0.0
177743,1,0.45,D,9,9,51,50,B1,'Regular',635,R25,1128.12
178138,0,0.87,C,9,0,42,50,B2,'Regular',165,R53,0.0
178199,0,0.77,C,5,6,18,50,B5,'Diesel',247,R53,0.0
178571,0,0.34,A,4,10,48,50,B5,'Regular',44,R53,0.0
1000494,0,0.87,E,6,1,51,50,B12,'Regular',3744,R93,0.0
1000515,0,0.12,D,7,3,39,50,B12,'Regular',515,R11,0.0
1000552,0,0.12,C,6,10,41,62,B2,'Diesel',309,R73,0.0
1001360,0,0.8,B,5,1,40,68,B12,'Regular',80,R52,0.0
1001659,0,0.28,C,4,1,41,50,B12,'Regular',383,R93,0.0
1001782,0,0.2,D,4,1,32,50,B12,'Regular',634,R91,0.0
1002254,0,0.06,C,7,1,39,50,B12,'Diesel',490,R26,0.0
1002321,0,0.41,D,4,1,33,60,B12,'Regular',1381,R82,0.0
1003535,0,0.03,C,10,1,58,50,B12,'Diesel',143,R93,0.0
1003717,0,0.12,A,7,1,48,50,B12,'Diesel',43,R82,0.0
1003904,0,0.96,C,4,1,59,50,B12,'Regular',452,R11,0.0
1004052,0,0.12,D,4,1,26,100,B12,'Regular',1704,R82,0.0
1004142,0,0.36,D,6,8,27,100,B1,'Diesel',1867,R11,0.0
1004420,0,0.36,E,5,1,44,50,B12,'Regular',8884,R11,0.0
1004435,0,0.36,D,5,1,35,72,B12,'Regular',1232,R93,0.0
1005099,0,0.63,C,6,1,52,76,B12,'Regular',377,R93,0.0
1005221,0,0.45,C,7,1,34,60,B12,'Diesel',241,R72,0.0
1005277,0,0.54,E,5,1,31,50,B12,'Regular',3420,R11,0.0
1005549,0,0.54,D,9,1,50,55,B12,'Regular',1858,R11,0.0
1005586,0,0.06,E,7,0,48,50,B12,'Diesel',3946,R82,0.0
1005979,0,0.54,F,14,1,56,50,B12,'Diesel',27000,R11,0.0
1006095,0,0.45,E,4,1,27,72,B12,'Regular',3233,R82,0.0
1006195,0,0.54,E,10,1,69,50,B12,'Diesel',7259,R31,0.0
1006270,0,0.46,B,12,7,33,50,B12,'Diesel',66,R93,0.0
1006316,0,0.46,E,5,1,36,51,B12,'Regular',2252,R82,0.0
1006377,0,0.53,B,6,2,55,50,B12,'Diesel',85,R72,0.0
1006767,0,0.46,D,6,1,32,54,B12,'Regular',677,R31,0.0
1006917,0,0.53,E,9,1,54,50,B12,'Regular',6902,R41,0.0
1007541,0,0.04,B,4,1,30,68,B12,'Regular',99,R11,0.0
1007589,0,0.38,E,7,5,34,95,B12,'Diesel',2472,R82,0.0
1007592,0,0.13,E,7,5,34,100,B12,'Diesel',2472,R82,0.0
1008038,0,0.07,E,4,1,40,68,B12,'Regular',5433,R93,0.0
1008051,0,0.29,E,7,1,44,50,B12,'Regular',2498,R72,0.0
1008847,0,0.7,E,4,1,23,100,B12,'Regular',2983,R31,0.0
1009590,0,0.78,B,5,3,44,50,B12,'Diesel',53,R26,0.0
1009783,0,0.78,D,6,1,50,50,B12,'Regular',726,R91,0.0
1010055,0,0.85,D,6,8,38,64,B12,'Diesel',1487,R11,0.0
1010111,0,0.12,D,7,0,37,68,B12,'Diesel',570,R31,0.0
1010762,0,0.86,D,7,0,54,60,B12,'Diesel',604,R41,0.0
1010862,0,0.04,D,5,1,44,50,B12,'Regular',1006,R93,0.0
1010918,0,0.95,F,5,1,52,50,B12,'Regular',27000,R11,0.0
1011356,0,0.42,D,5,1,26,100,B12,'Regular',1417,R25,0.0
1011652,0,0.36,C,15,1,36,63,B12,'Diesel',179,R53,0.0
1011765,0,0.8,A,4,1,74,50,B12,'Regular',38,R21,0.0
1011807,0,0.09,A,7,0,48,51,B12,'Diesel',41,R24,0.0
1012278,0,0.08,C,11,4,54,50,B12,'Regular',189,R82,0.0
1012330,0,0.18,C,10,0,54,50,B12,'Regular',154,R93,0.0
1012372,0,0.81,F,10,0,41,50,B12,'Regular',10477,R11,0.0
1012391,0,0.02,D,7,0,66,50,B12,'Diesel',789,R73,0.0
1012420,0,0.8,D,9,1,64,50,B12,'Regular',574,R53,0.0
1012432,0,0.76,D,10,3,38,90,B12,'Diesel',1228,R82,0.0
1012609,0,0.77,D,10,0,46,50,B12,'Regular',990,R72,0.0
1012613,0,0.38,D,6,7,46,95,B13,'Diesel',1817,R21,0.0
1012661,0,0.69,B,7,8,23,118,B1,'Regular',76,R41,0.0
1012722,0,0.45,D,10,0,63,50,B12,'Regular',891,R11,0.0
1012725,0,0.75,B,4,10,42,50,B3,'Diesel',57,R23,0.0
1012732,0,0.06,D,7,0,24,80,B12,'Regular',1729,R74,0.0
1013221,0,0.68,D,6,7,54,50,B12,'Diesel',824,R91,0.0
1013466,0,0.49,A,9,0,28,85,B12,'Regular',13,R94,0.0
1013655,0,0.0027397260273972,D,7,0,36,56,B12,'Regular',1929,R11,0.0
1013686,0,0.53,A,6,0,54,50,B12,'Regular',47,R26,0.0
1013877,0,0.2,C,8,0,28,68,B12,'Diesel',145,R82,0.0
1014266,0,0.08,A,4,0,72,50,B12,'Regular',20,R22,0.0
1014296,0,0.04,A,7,0,68,50,B12,'Diesel',25,R72,0.0
1014438,0,0.0027397260273972,D,4,0,62,50,B12,'Regular',1234,R41,0.0
1014476,0,0.4,E,6,0,53,50,B12,'Regular',2317,R11,0.0
1014538,0,0.05,C,4,0,47,50,B12,'Regular',220,R52,0.0
1014694,0,0.05,B,5,0,36,60,B12,'Regular',50,R26,0.0
1014696,0,0.13,D,11,0,40,75,B12,'Diesel',501,R21,0.0
1014741,0,0.38,B,4,0,74,53,B12,'Regular',56,R82,0.0
1014808,0,0.2,D,4,0,49,50,B12,'Regular',562,R54,0.0
1014885,0,0.09,E,5,0,49,61,B12,'Regular',6689,R11,0.0
1014980,0,0.43,C,10,0,40,50,B12,'Regular',221,R52,0.0
1015096,0,0.2,E,8,0,44,50,B12,'Regular',4762,R93,0.0
1015192,0,0.31,E,4,0,64,75,B12,'Regular',3301,R73,0.0
1015433,0,0.32,B,7,0,37,53,B12,'Regular',98,R52,0.0
1015436,0,0.31,D,5,3,22,100,B12,'Regular',721,R93,0.0
1015593,0,0.09,D,4,0,35,80,B12,'Regular',1329,R11,0.0
1015606,0,0.03,A,4,0,39,50,B12,'Regular',12,R73,0.0
1015747,0,0.24,C,6,6,37,50,B12,'Regular',485,R74,0.0
1015784,0,0.12,C,10,0,34,63,B12,'Regular',218,R93,0.0
1015881,0,0.2,F,5,7,46,50,B1,'Regular',15703,R11,0.0
1015899,0,0.03,C,5,0,68,50,B12,'Regular',458,R93,0.0
1015996,0,0.18,E,8,0,28,76,B12,'Diesel',3490,R31,0.0
1016021,0,0.09,B,4,2,36,50,B1,'Regular',52,R24,0.0
1016406,0,0.06,A,7,4,26,100,B12,'Regular',15,R24,0.0
1016717,0,0.25,C,5,5,43,58,B1,'Regular',361,R23,0.0
1016806,0,1.0,D,11,7,48,50,B1,'Diesel',1072,R42,0.0
1017174,1,1.0,C,5,10,75,50,B2,'Regular',473,R53,87.28
1017484,0,1.0,B,6,4,47,50,B3,'Diesel',84,R26,0.0
1019199,0,0.87,E,6,12,46,50,B1,'Diesel',2103,R25,0.0
1019227,0,1.0,A,7,14,54,50,B2,'Regular',49,R24,0.0
1019436,0,1.0,A,5,5,52,50,B1,'Regular',43,R24,0.0
1019832,0,1.0,D,5,3,53,58,B3,'Diesel',1313,R24,0.0
1019937,0,1.0,D,7,2,89,50,B3,'Regular',1313,R24,0.0
1020107,1,1.0,C,5,9,88,50,B2,'Regular',399,R24,1128.12
1020162,1,1.0,C,8,16,57,50,B5,'Regular',102,R23,3020.2
1020502,0,1.0,A,7,3,54,50,B11,'Diesel',36,R24,0.0
1020526,0,1.0,A,5,3,54,50,B3,'Diesel',39,R24,0.0
1021002,0,1.0,C,5,4,64,50,B1,'Diesel',282,R24,0.0
1021418,0,1.0,A,5,9,65,50,B3,'Regular',25,R82,0.0
1023081,0,1.0,D,7,6,60,50,B2,'Regular',1182,R82,0.0
1023593,1,0.93,A,4,1,44,50,B6,'Regular',35,R24,631.7
1023651,0,0.0054794520547945,A,6,12,54,50,B1,'Diesel',41,R24,0.0
1023759,0,1.0,A,7,4,72,50,B2,'Regular',48,R24,0.0
1024623,0,0.25,B,7,9,46,50,B2,'Regular',58,R24,0.0
1024991,0,1.0,A,6,7,63,50,B2,'Regular',25,R24,0.0
1025109,0,0.52,C,7,4,53,50,B1,'Diesel',222,R24,0.0
1025340,0,1.0,A,8,29,34,50,B2,'Diesel',16,R24,0.0
1025382,0,1.0,B,5,5,54,50,B2,'Regular',76,R54,0.0
1025819,0,0.17,C,4,9,20,58,B6,'Regular',485,R52,0.0
1025855,0,1.0,A,4,10,38,68,B1,'Regular',10,R74,0.0
1026172,0,0.01,D,6,10,39,57,B1,'Diesel',657,R54,0.0
1026285,0,1.0,D,5,5,54,50,B4,'Regular',674,R52,0.0
1026420,0,0.12,C,6,14,25,95,B6,'Diesel',114,R52,0.0
1027243,0,1.0,A,5,10,30,72,B2,'Diesel',42,R24,0.0
1027330,0,0.07,A,9,14,36,50,B2,'Regular',17,R24,0.0
1027743,0,1.0,B,10,12,44,50,B13,'Diesel',60,R24,0.0
1027861,0,0.21,B,5,10,30,85,B2,'Diesel',52,R21,0.0
1028423,0,0.58,B,7,10,24,76,B2,'Regular',50,R24,0.0
1028447,0,0.14,C,10,18,70,50,B10,'Regular',295,R24,0.0
1029485,0,0.11,D,7,7,41,56,B2,'Regular',1408,R52,0.0
1029487,0,0.88,D,7,14,41,53,B3,'Regular',1408,R52,0.0
1030073,0,1.0,D,7,4,39,50,B2,'Diesel',747,R53,0.0
1030329,0,0.63,C,7,18,31,85,B1,'Regular',431,R53,0.0
1030544,0,1.0,C,11,12,45,50,B11,'Regular',268,R53,0.0
1030844,0,1.0,A,6,12,55,60,B6,'Diesel',20,R24,0.0
1030988,0,0.51,D,7,7,45,50,B5,'Regular',821,R24,0.0
1031025,0,0.25,B,7,10,33,50,B2,'Regular',86,R23,0.0
1031619,0,1.0,A,7,4,70,50,B6,'Regular',16,R26,0.0
1031859,0,0.54,C,7,9,50,50,B14,'Regular',214,R26,0.0
1032203,0,0.2,A,6,7,67,50,B1,'Diesel',12,R24,0.0
1032879,1,0.29,A,5,1,56,50,B2,'Diesel',31,R54,1128.12
1032980,0,0.76,E,6,11,50,90,B2,'Diesel',2715,R24,0.0
1033004,0,1.0,C,4,19,36,51,B1,'Regular',105,R24,0.0
1033514,0,1.0,C,7,16,55,50,B2,'Regular',102,R54,0.0
1034121,0,1.0,E,7,9,30,54,B2,'Diesel',3317,R93,0.0
1034175,0,0.11,B,6,3,40,50,B4,'Regular',57,R54,0.0
1034399,0,1.0,C,7,17,30,51,B1,'Regular',405,R24,0.0
1035176,0,0.27,E,7,13,32,76,B2,'Regular',5449,R82,0.0
1035400,1,0.43,E,7,9,53,50,B6,'Diesel',2252,R82,82.63
1035595,0,1.0,D,8,16,34,54,B6,'Diesel',607,R82,0.0
1035800,0,0.51,E,7,13,40,71,B2,'Diesel',2252,R82,0.0
